epoch	1
Training Loss	35384.9222530242
Valid. Loss	32999.10602678572
Training Time	0:00:04
Validation Time	0:00:00
epoch	2
Training Loss	23763.765688004034
Valid. Loss	24628.33175223214
Training Time	0:00:03
Validation Time	0:00:00
epoch	3
Training Loss	16653.196005544356
Valid. Loss	18866.90792410714
Training Time	0:00:03
Validation Time	0:00:00
epoch	4
Training Loss	12136.6181640625
Valid. Loss	14775.8486328125
Training Time	0:00:03
Validation Time	0:00:00
epoch	5
Training Loss	9166.26082094254
Valid. Loss	11812.320731026786
Training Time	0:00:03
Validation Time	0:00:00
epoch	6
Training Loss	7150.454952116936
Valid. Loss	9635.38099888393
Training Time	0:00:03
Validation Time	0:00:00
epoch	7
Training Loss	5742.248046875
Valid. Loss	8012.903599330357
Training Time	0:00:03
Validation Time	0:00:00
epoch	8
Training Loss	4728.491447202621
Valid. Loss	6777.334821428572
Training Time	0:00:03
Validation Time	0:00:00
epoch	9
Training Loss	3972.142396988407
Valid. Loss	5805.979073660715
Training Time	0:00:03
Validation Time	0:00:00
epoch	10
Training Loss	3383.747267200101
Valid. Loss	5014.663783482143
Training Time	0:00:03
Validation Time	0:00:00
epoch	11
Training Loss	2908.720750378024
Valid. Loss	4356.366943359375
Training Time	0:00:03
Validation Time	0:00:00
epoch	12
Training Loss	2519.148181546119
Valid. Loss	3810.70751953125
Training Time	0:00:03
Validation Time	0:00:00
epoch	13
Training Loss	2200.774418000252
Valid. Loss	3362.7322126116073
Training Time	0:00:03
Validation Time	0:00:00
epoch	14
Training Loss	1940.9321958480343
Valid. Loss	2993.733572823661
Training Time	0:00:03
Validation Time	0:00:00
epoch	15
Training Loss	1726.652320123488
Valid. Loss	2685.575509207589
Training Time	0:00:03
Validation Time	0:00:00
epoch	16
Training Loss	1547.066886655746
Valid. Loss	2424.069492885045
Training Time	0:00:03
Validation Time	0:00:00
epoch	17
Training Loss	1394.1519696635585
Valid. Loss	2198.9470738002233
Training Time	0:00:03
Validation Time	0:00:00
epoch	18
Training Loss	1262.182097404234
Valid. Loss	2002.83203125
Training Time	0:00:03
Validation Time	0:00:00
epoch	19
Training Loss	1147.0320198305192
Valid. Loss	1830.3269566127233
Training Time	0:00:03
Validation Time	0:00:00
epoch	20
Training Loss	1045.6585358650455
Valid. Loss	1677.3845738002233
Training Time	0:00:03
Validation Time	0:00:00
epoch	21
Training Loss	955.7589898878529
Valid. Loss	1540.896519252232
Training Time	0:00:03
Validation Time	0:00:00
epoch	22
Training Loss	875.5502575289819
Valid. Loss	1418.4239501953125
Training Time	0:00:03
Validation Time	0:00:00
epoch	23
Training Loss	803.6226905084426
Valid. Loss	1308.0171072823662
Training Time	0:00:03
Validation Time	0:00:00
epoch	24
Training Loss	738.842056766633
Valid. Loss	1208.0916050502233
Training Time	0:00:03
Validation Time	0:00:00
epoch	25
Training Loss	680.2815610824093
Valid. Loss	1117.3417184012276
Training Time	0:00:03
Validation Time	0:00:00
epoch	26
Training Loss	627.1737139301915
Valid. Loss	1034.6780569893974
Training Time	0:00:03
Validation Time	0:00:00
epoch	27
Training Loss	578.8756162581906
Valid. Loss	959.1818150111607
Training Time	0:00:03
Validation Time	0:00:00
epoch	28
Training Loss	534.8431406328755
Valid. Loss	890.0709402901786
Training Time	0:00:03
Validation Time	0:00:00
epoch	29
Training Loss	494.61177210653983
Valid. Loss	826.6739937918527
Training Time	0:00:03
Validation Time	0:00:00
epoch	30
Training Loss	457.78172548355593
Valid. Loss	768.4104352678571
Training Time	0:00:03
Validation Time	0:00:00
epoch	31
Training Loss	424.0066105011971
Valid. Loss	714.7748413085938
Training Time	0:00:03
Validation Time	0:00:00
epoch	32
Training Loss	392.98436614005794
Valid. Loss	665.3248770577567
Training Time	0:00:03
Validation Time	0:00:00
epoch	33
Training Loss	364.45018842143395
Valid. Loss	619.6710292271206
Training Time	0:00:03
Validation Time	0:00:00
epoch	34
Training Loss	338.1707488029234
Valid. Loss	577.468998500279
Training Time	0:00:03
Validation Time	0:00:00
epoch	35
Training Loss	313.9395018546812
Valid. Loss	538.4129246303013
Training Time	0:00:03
Validation Time	0:00:00
epoch	36
Training Loss	291.57294734831777
Valid. Loss	502.2301330566406
Training Time	0:00:03
Validation Time	0:00:00
epoch	37
Training Loss	270.9073693060106
Valid. Loss	468.67671857561385
Training Time	0:00:03
Validation Time	0:00:00
epoch	38
Training Loss	251.79629221270162
Valid. Loss	437.5337350027902
Training Time	0:00:03
Validation Time	0:00:00
epoch	39
Training Loss	234.10821533203125
Valid. Loss	408.6040562220982
Training Time	0:00:03
Validation Time	0:00:00
epoch	40
Training Loss	217.72476639286165
Valid. Loss	381.70972987583707
Training Time	0:00:03
Validation Time	0:00:00
epoch	41
Training Loss	202.53912402737527
Valid. Loss	356.6898454938616
Training Time	0:00:03
Validation Time	0:00:00
epoch	42
Training Loss	188.45465038668723
Valid. Loss	333.3983154296875
Training Time	0:00:03
Validation Time	0:00:00
epoch	43
Training Loss	175.38374771610384
Valid. Loss	311.7024383544922
Training Time	0:00:03
Validation Time	0:00:00
epoch	44
Training Loss	163.24683552403604
Valid. Loss	291.4813777378627
Training Time	0:00:03
Validation Time	0:00:00
epoch	45
Training Loss	151.97149928923577
Valid. Loss	272.6248561314174
Training Time	0:00:03
Validation Time	0:00:00
epoch	46
Training Loss	141.49170512537802
Valid. Loss	255.0320805140904
Training Time	0:00:03
Validation Time	0:00:00
epoch	47
Training Loss	131.7471694946289
Valid. Loss	238.61082022530692
Training Time	0:00:03
Validation Time	0:00:00
epoch	48
Training Loss	122.68276116155809
Valid. Loss	223.27649143763952
Training Time	0:00:03
Validation Time	0:00:00
epoch	49
Training Loss	114.24798140987274
Valid. Loss	208.9515097481864
Training Time	0:00:03
Validation Time	0:00:00
epoch	50
Training Loss	106.3965350735572
Valid. Loss	195.56447274344308
Training Time	0:00:03
Validation Time	0:00:00
epoch	51
Training Loss	99.08590673631237
Valid. Loss	183.04971531459265
Training Time	0:00:03
Validation Time	0:00:00
epoch	52
Training Loss	92.27702122349893
Valid. Loss	171.3467298235212
Training Time	0:00:03
Validation Time	0:00:00
epoch	53
Training Loss	85.93392046036259
Valid. Loss	160.39970506940568
Training Time	0:00:03
Validation Time	0:00:00
epoch	54
Training Loss	80.02347909250567
Valid. Loss	150.15707942417689
Training Time	0:00:03
Validation Time	0:00:00
epoch	55
Training Loss	74.51515616140058
Valid. Loss	140.57123238699776
Training Time	0:00:03
Validation Time	0:00:00
epoch	56
Training Loss	69.38075920843309
Valid. Loss	131.5980682373047
Training Time	0:00:03
Validation Time	0:00:00
epoch	57
Training Loss	64.59425230949155
Valid. Loss	123.19678606305804
Training Time	0:00:03
Validation Time	0:00:00
epoch	58
Training Loss	60.13156054096837
Valid. Loss	115.32956150599888
Training Time	0:00:03
Validation Time	0:00:00
epoch	59
Training Loss	55.97040988552955
Valid. Loss	107.96130698067802
Training Time	0:00:03
Validation Time	0:00:00
epoch	60
Training Loss	52.09017538255261
Valid. Loss	101.05946677071708
Training Time	0:00:03
Validation Time	0:00:00
epoch	61
Training Loss	48.47174712150328
Valid. Loss	94.59379359654018
Training Time	0:00:03
Validation Time	0:00:00
epoch	62
Training Loss	45.09740546441847
Valid. Loss	88.53616877964565
Training Time	0:00:03
Validation Time	0:00:00
epoch	63
Training Loss	41.95070592818722
Valid. Loss	82.86044039045062
Training Time	0:00:03
Validation Time	0:00:00
epoch	64
Training Loss	39.016384432392734
Valid. Loss	77.54226466587612
Training Time	0:00:03
Validation Time	0:00:00
epoch	65
Training Loss	36.28025867092994
Valid. Loss	72.55897194998605
Training Time	0:00:03
Validation Time	0:00:00
epoch	66
Training Loss	33.7291453576857
Valid. Loss	67.88943699428013
Training Time	0:00:03
Validation Time	0:00:00
epoch	67
Training Loss	31.350782702046057
Valid. Loss	63.51396669660296
Training Time	0:00:03
Validation Time	0:00:00
epoch	68
Training Loss	29.133759221723004
Valid. Loss	59.41418130057199
Training Time	0:00:03
Validation Time	0:00:00
epoch	69
Training Loss	27.067448954428396
Valid. Loss	55.57292938232422
Training Time	0:00:03
Validation Time	0:00:00
epoch	70
Training Loss	25.14195337603169
Valid. Loss	51.974189213344026
Training Time	0:00:03
Validation Time	0:00:00
epoch	71
Training Loss	23.348045441412157
Valid. Loss	48.60299628121512
Training Time	0:00:03
Validation Time	0:00:00
epoch	72
Training Loss	21.67711744000835
Valid. Loss	45.44536100115095
Training Time	0:00:03
Validation Time	0:00:00
epoch	73
Training Loss	20.121139034148186
Valid. Loss	42.48819487435477
Training Time	0:00:03
Validation Time	0:00:00
epoch	74
Training Loss	18.67260911387782
Valid. Loss	39.71925326756069
Training Time	0:00:03
Validation Time	0:00:00
epoch	75
Training Loss	17.324520664830363
Valid. Loss	37.12707165309361
Training Time	0:00:03
Validation Time	0:00:00
epoch	76
Training Loss	16.07032206750685
Valid. Loss	34.70091274806431
Training Time	0:00:03
Validation Time	0:00:00
epoch	77
Training Loss	14.903880796124858
Valid. Loss	32.43070765904018
Training Time	0:00:03
Validation Time	0:00:00
epoch	78
Training Loss	13.819456315809681
Valid. Loss	30.307019097464426
Training Time	0:00:03
Validation Time	0:00:00
epoch	79
Training Loss	12.81166681166618
Valid. Loss	28.32098306928362
Training Time	0:00:03
Validation Time	0:00:00
epoch	80
Training Loss	11.875466069867533
Valid. Loss	26.46427971976144
Training Time	0:00:03
Validation Time	0:00:00
epoch	81
Training Loss	11.006117697684996
Valid. Loss	24.7290837424142
Training Time	0:00:03
Validation Time	0:00:00
epoch	82
Training Loss	10.199176280729231
Valid. Loss	23.10802677699498
Training Time	0:00:03
Validation Time	0:00:00
epoch	83
Training Loss	9.450468909355902
Valid. Loss	21.5941618510655
Training Time	0:00:03
Validation Time	0:00:00
epoch	84
Training Loss	8.756078935438588
Valid. Loss	20.180928094046457
Training Time	0:00:03
Validation Time	0:00:00
epoch	85
Training Loss	8.112329852196478
Valid. Loss	18.862115178789413
Training Time	0:00:03
Validation Time	0:00:00
epoch	86
Training Loss	7.515770419951408
Valid. Loss	17.631843294416154
Training Time	0:00:03
Validation Time	0:00:00
epoch	87
Training Loss	6.963160114903604
Valid. Loss	16.4845484324864
Training Time	0:00:03
Validation Time	0:00:00
epoch	88
Training Loss	6.45146043069901
Valid. Loss	15.414970125470843
Training Time	0:00:03
Validation Time	0:00:00
epoch	89
Training Loss	5.977827610508088
Valid. Loss	14.418148858206612
Training Time	0:00:03
Validation Time	0:00:00
epoch	90
Training Loss	5.5396063789244625
Valid. Loss	13.489418029785156
Training Time	0:00:03
Validation Time	0:00:00
epoch	91
Training Loss	5.134319543838501
